company_name_id,company_name,url,year_founded,city,state,country,zip_code,full_time_employees,company_type,company_category,revenue_source,business_model,social_impact,description,description_short,source_count,data_types,example_uses,data_impacts,financial_info,last_updated
business-and-legal-resources,Business and Legal Resources,http://www.blr.com,1977,Brentwood,TN,us,37027,51-200,Private,Business & Legal Services,Not reported by company,Business to Business,,"Business & Legal Resources helps U.S. businesses simplify compliance with state and federal legal requirements, and we help them become more successful. We do this by offering content and practical tools. Through our in-house editors and attorney network, we provide comprehensive, state-specific information in all 50 states. We offer our businesses of all sizes and industries information products, including training programs, events, web portals, reports and subscription services.",Business & Legal Resources helps U.S. businesses simplify compliance with state and federal legal requirements.,NA,,,[],,2014-11-12 14:36:58.509384
business-monitor-international,Business Monitor International,www.businessmonitor.com,1984,New York,NY,us,,201-500,Private,Business & Legal Services,not reported by company,Business to Business,,"Business Monitor provides trusted, independent analysis and forecasts on countries, industries and financial markets.","Business Monitor provides trusted, independent analysis and forecasts on countries, industries and financial markets.",101+,,,[],,2014-11-12 14:56:52.869788
calcbench-inc,"Calcbench, Inc.",calcbench.com,2012,New York,NY,us,10002,1-10,Private,Finance & Investment,"Data analysis for clients, Database licensing, Subscriptions","Business to Business, Business to Consumer, ",,"Calcbench is a company that fully harnesses the power of the new, government mandated data standard called XBRL. This gives us a direct line into the SEC's corporate financial data repository. As a result, we are able to provide data with a whole new level of detail, faster, and at a much better value. Our expertise is that we process and store all XBRL filings in a uniquely structured, cloud based data universe. We use advanced computing techniques to identify and correct errors (close to half a million corrections made so far), and increase comparability between companies. We make data available to you within minutes after a filing leaves the CFOs hands.","With collaborative and crowd-sourced components, Calcbench allows financial analysts, accountants, lawyers and investors to instantly access, work with and share SEC filing data.",NA,,,[],,2014-11-12 14:29:40.589105
cambridge-information-group,Cambridge Information Group,http://www.cig.com,1971,New York,NY,us,10019,11-50,Private,Finance & Investment,Not reported by company,"Business to Business, Business to Consumer",,"Cambridge Information Group (CIG) is a family owned management and investment firm, primarily focused on education, research and information services companies. Our investments have largely focused on businesses in the information services and education industry broadly defined. Generally, our investments either support an existing business or launch a new platform. Our primary goal is to expand and grow existing operating companies through strategic acquisitions. CIG concentrates on businesses of any size, location, and technology structure that can leverage our existing platforms.","Cambridge Information Group (CIG) is a family owned management and investment firm, primarily focused on education, research and information services companies.",101+,,,[],,2014-11-12 17:10:51.256945
cambridge-semantics,Cambridge Semantics,http://www.cambridgesemantics.com/home,2007,Boston,MA,us,02111,11-50,Private,Data/Technology,Not reported by company,Business to Business,,"Cambridge Semantics provides the Anzo software suite, an open platform for building interactive Unified Information Access solutions and using data from diverse sources. Anzo allows both IT and end users to deal with the increasing need to rapidly discover, understand, combine, and act on data from diverse sources both from within and across organizational boundaries, by rapidly creating solutions that leverage unified access to structured and unstructured data.","Cambridge Semantics provides the Anzo software suite, an open platform for building interactive Unified Information Access solutions and rapidly using data from diverse sources.",101+,,,[],,2014-11-12 14:38:36.835608
can-capital,CAN Capital,http://www.cancapital.com/,1998,New York,NY,us,10014,201-500,Private,Finance & Investment,Financial Products and Services,Business to Business,,"CAN Capital (formerly Capital Access Network) is a large, experienced company providing small businesses with access to alternative capital. CAN Capital uses innovative and proprietary risk models combined with daily performance data to evaluate business performance. Its business evaluation model allows it to facilitate capital for entrepreneurs and help them qualify for more money than they could obtain elsewhere. Small businesses in over 650 industries have chosen CAN Capital to obtain easy access to the funding that they need. 

CAN Capital makes capital available to businesses through its subsidiaries: Merchant Cash Advances by CAN Capital Merchant Services, Inc., and business loans through CAN Capital Asset Servicing, Inc. (CCAS). All business loans obtained through CCAS are made by WebBank, a Utah-chartered Industrial Bank, member FDIC.",CAN Capital has served small businesses for more than a decade by developing and delivering working capital solutions.,1-10,,,[],"CAN Capital announced $33m in funding led by Meritech Capital Partners with increased participation and ownership from existing investor Accel Partners 1/9/2014,  joined by Ribbit Capital and QED Investors.  
CAN Capital grew its revenue 49% 2009-2012 and operates profitably with a $460 million line of credit from a syndicate of leading banks, including GS, Wells Fargo Capital Finance LLC, Capital One, Fifth Third Bancorp, Brown Brothers Harriman, Key Equipment Finance, Amalgamated Bank, Regions Bank, Capital Source and AloStar (plus equity). This impressive growth has allowed the company to increase its employee base by 30% since 2010 to 500 employees.",2014-11-12 17:12:55.868919
canon,Canon,http://www.canon.com,1937,Melville,NY,us,11747,"10,001+",Public,Data/Technology,Not reported by company,Business to Consumer,,"Canon is a Japanese multinational corporation specialized in the manufacture of imaging and optical products, including cameras, camcorders, photocopiers, steppers, computer printers and medical equipment. 

<p>Canon scanners offer high-performance features that make converting paper documents easier, such as high-speed precision feeding technology, compact design, high-speed color capability and even flexible configuration options. Canon is working with Captricity to transform government data into a form whereby it can be tagged, shared, secured and mashed up.</p>","Canon is working with Captricity to transform government data into a form whereby it can be tagged, shared, secured and mashed up. ",101+,,,[],,2014-09-25 14:55:10.598211
capital-cube,Capital Cube,http://www.capitalcube.com,2010,Williamsville,NY,us,14221,11-50,partnership,Finance & Investment,Not reported by company,Business to Consumer,,"Capital Cube provides company analysis including on-demand fundamental research, portfolio evaluation, and screening tools on over 40000 global equities and ETFs. The web portal empowers your investment ideas through in-depth analysis on a company’s (a) performance relative to its peers, (b) accounting and earnings quality, (c) dividend strength, and (d) likely corporate actions such as dividend changes, share buybacks, and acquisitions. Our stock screener allows you to identify investment ideas using natural business terms and by investing themes e.g. companies likely to increase dividends or those with earnings quality issues. The ETF Analysis tool provides detailed fundamental analysis of ETFs by each risk component.","Developed over three years by finance and technology professionals, Capital Cube's platform converts data assets into narrative forms.",NA,,,[],,2014-11-12 16:36:20.401218
cappex,Cappex,www.cappex.com,2006,Chicago,IL,us,60606,51-200,Private,Education,not reported by company,Business to Consumer,,"Cappex offers several solutions to colleges and universities that allow them to reach and connect with students in Cappex communities, and help them yield more enrollments by staying engaged with their applicants. We also help higher education institutions and foundations simplify their scholarship process so they can maximize the impact of the scholarships they award.",Cappex offers solutions to colleges and universities that allow them to reach and connect with students.,NA,Education,,[],,2014-11-12 14:17:41.686832
captricity,Captricity,captricity.com,2011,Berkeley,CA,us,94704,1-10,Private,Data/Technology,"Subscriptions, User fees for web or mobile access, Monthly and Annual Subscriptions, Pay as You Go, Professional Services","Business to Business, Business to Consumer",,"Captricity transforms static documents, including handwriting on paper, into actionable data. Our solution is fast, vastly scalable, highly secure and 99%+ accurate. Our mission is to unlock the data that drives the world forward.  For everyone.","Captricity is a tech startup that has launched a completely self-serve data entry web service which extracts structured information, including handwriting, from paper forms.",NA,,,[],Venture funded - Social+Capital with Atlas Ventures and the Knight Foundation,2014-11-12 14:55:21.791190
careset-systems,CareSet Systems,www.careset.com,2013,Houston,TX,us,77024,1-10,Private,Data/Technology,"Data analysis for clients, Software licensing, Subscriptions",Business to Business,Healthcare access,"CareSet is a growing group of idea people servicing ACOs, IPAs, and hospitals across the country.  As a sister company to The DocGraph Journal, CareSet responds to many needs across the healthcare spectrum, providing multi-level insights via an innovative data analytics platform, custom reporting, ETL processing, and data mapping.","Your entire healthcare system, hospital, or clinical network at a glance.",,,,[],,2015-03-16 17:10:49.553677
caresetcom,Careset.com,www.careset.com,2013,Houston,TX,us,77024,1-10,Private,Data/Technology,"Data analysis for clients, Software licensing",Business to Business,Healthcare access,"CareSet is a growing group of idea people servicing ACOs, IPAs, and hospitals across the country.  As a sister company to The DocGraph Journal, CareSet responds to many needs across the healthcare spectrum, providing multi-level insights via an innovative data analytics platform, custom reporting, ETL processing, and data mapping. 



","Your entire healthcare system, hospital, or clinical network at a glance. ",,,,[],,2015-05-18 11:36:54.555628
carfax,CARFAX,http://www.carfax.com,1984,Centreville,VA,us,20120,"501-1,000",Private,Transportation,Not provided by company,Business to Consumer,,"CARFAX was started to provide vehicle history information on used cars. CARFAX provides vehicle history information to millions of consumers each year. CARFAX Vehicle History Reports are available on all used cars and light trucks model year 1981 or later. Using the unique 17-character vehicle identification number (VIN), a CARFAX Report is instantly generated from our database of over six billion records.",CARFAX provides vehicle history information on used cars and maintains a vehicle history database available in North America.,101+,Transportation,,[],,2014-09-25 15:09:14.187437
caspio,Caspio,http://www.caspio.com/,2000,Santa Clara,CA,us,95054,51-200,Private,Data/Technology,Not reported by company,"Business to Business, Business to Consumer",,"Caspio’s on-demand cloud-based database platform replaces coding with intuitive point-and-click wizards, enabling users to rapidly produce web database components for capturing, publishing and managing data online.","Caspio offers a cloud-based platform that allows users to create forms, publish databases or create business web applications fast and without programming.",NA,,,[],,2014-11-12 14:29:14.907384
castle-biosciences,Castle Biosciences,http://www.castlebiosciences.com,2008,Friendswood,TX,us,77546,1-10,Private,Scientific Research,Not reported by company,Business to Consumer,,"Castle Biosciences, Inc. specializes in diagnostic tests for cancers. The company goal is to help advance the care for cancers through objective testing. Our team works with members of the oncology community throughout the discovery, development and utilization of these tests.","Castle Biosciences works with cancer institutions to license proprietary technologies and complete development and validation, making tests available to individuals afflicted with a rare cancer.",NA,Health/Healthcare,,[],,2014-11-12 14:30:07.868112
cb-insights,CB Insights,http://www.cbinsights.com/,2009,New York,NY,us,10018,11-50,Private,Finance & Investment,"Lead generation to other businesses, Subscriptions, API",Business to Business,,"CB Insights takes immense amounts of data about private companies, their investors, their acquirers and the emerging industries they compete in to provide forward-looking intelligence on the health of companies, investors, industries and competitor strategy.","CB Insights helps track the world's most promising private companies, their investors, their acquirers and the industries in which they compete.",1-10,,,[],"Investment: $1.15 million from National Science Foundation SBIR.

7-figure recurring revenues",2014-11-12 17:13:04.638306
ceiba-solutions,Ceiba Solutions,http://www.ceibasolutions.com,2006,Boston,MA,us,02109,51-200,Private,Scientific Research,Not reported by company,"Business to Business, Business to Consumer",,Ceiba is a products and service company dedicated to unleashing the value of life science and healthcare data while reducing the cost to manage it.,Ceiba is a products and service company dedicated to unleashing the value of life science and healthcare data while reducing the cost to manage it.,NA,Health/Healthcare,,[],,2014-11-12 15:35:19.054862
center-for-responsive-politics,Center for Responsive Politics,www.opensecrets.org,1983,Washington DC,DC,us,20005,11-50,Nonprofit,Research & Consulting,Not reported by company,nonprofit,,"As a nonpartisan, independent and nonprofit organisation, the Center for Responsive Politics aims to create a more educated voter, an involved citizenry and a more responsive government.",The Center for Responsive Politics is a research institution tracking money in U.S. politics and its effect on elections and public policy.,NA,,,[],,2014-11-20 14:59:23.007663
cerner,Cerner,http://www.cerner.com,1979,North Kansas City,MO,us,64117,"10,001+",Public,Healthcare,Not reported by company,Business to Business,,"Cerner is a major U.S. supplier of health care information technology solutions that optimize clinical and financial outcomes. Cerner offers clients a dedicated focus on health care, an end-to-end solution and service portfolio, and proven market leadership.",Cerner's mission is to contribute to the systemic improvement of health care delivery and the health of communities.,NA,Health/Healthcare,,[],,2014-09-25 15:30:10.924019
certara,Certara,http://www.certara.com,2008,St Louis,MO,us,63101,201-500,Private,Scientific Research,Not reported by company,"Business to Business, Business to Consumer",,"Certara provides guidance spanning drug discovery and development – with modeling, analysis, and simulation methods that include molecular modeling, PK/PD modeling and simulation, PBPK modeling and simulation, prediction of drug-drug interactions, and clinical trial simulation. With these capabilities, Certara is able to help our customers accelerate decision making, and enable the cross-disciplinary approaches necessary for translational science. 

Certara also offers software and scientific consulting services in the areas of pharmacometrics, PK/PD analysis, biostatistics, medical writing, and PBPK modeling and simulation. It serves pharmaceutical and biotechnology customers and users. The company was founded in 2008 and is based in St. Louis, Missouri with additional offices in California, North Carolina, France, Germany, the United Kingdom, China, India, and Japan.","Certara provides guidance spanning drug discovery and development – with modeling and analysis that include molecular modeling, prediction of drug-drug interactions, and clinical trial simulation.",NA,Health/Healthcare,,[],,2014-11-12 14:50:51.222106
cgi,CGI,http://www.cgi.com/en,1976,New York,NY,us,10004,"10,001+",Public,Business & Legal Services,Not reported by company,Business to Business,,"CGI provides end-to-end IT and business process services that facilitate the ongoing evolution of our clients' businesses. The company provides business process outsourcing (BPO), systems integration and consulting. It has particular expertise in cloud computing, health information exchanges, cybersecurity, and biometrics. CGI's end-to-end services are targeted at several select verticals: financial services; telecommunications and utilities; manufacturing, retail, and distribution; health; and government, which is its largest client market.",CGI provides end-to-end IT and business process services that facilitate the ongoing evolution of its clients' businesses.,101+,,,[],,2014-09-25 15:35:41.470593
charles-river-associates,Charles River Associates,http://crai.com/,1965,,MA,us,,"501-1,000",Public,Research & Consulting,Not reported by company,Business to Business,,"Charles River Associates is a global consulting firm that offers economic, financial, and strategy expertise to major law firms, corporations, accounting firms, and governments around the world. We offer litigation and regulatory support, business strategy and planning, market and demand forecasting, policy analysis, and risk management consulting.","Charles River Associates is a global consulting firm that offers economic, financial, and strategy expertise to major law firms, corporations, accounting firms, and governments.",NA,Health/Healthcare,,[],,2014-09-25 15:37:22.536302
charles-schwab-corp,Charles Schwab Corp.,https://www.schwab.com,1973,San Francisco,CA,us,94105,"10,001+",Public,Finance & Investment,Not reported by company,Business to Consumer,,"The Charles Schwab Corporation is a savings and loan holding company. The company, through its subsidiaries, is engaged in securities brokerage, banking, and related financial services. It provides financial services to individuals and institutional clients through two segments: Investor Services and Institutional Services.",Charles Schwab is an investment services firm that advocates for individual investors and the financial professionals who serve them.,NA,Finance,,[],,2014-09-25 15:40:49.379508
chemical-abstracts-service,Chemical Abstracts Service,https://www.cas.org,1907,Columbus,OH,us,43202,"1,001-5,000",Nonprofit,Scientific Research,Not reported by company,Nonprofit,,"CAS originated in 1907 when the American Chemical Society launched Chemical Abstracts to keep scientists in touch with new chemical information worldwide. To continue fulfilling this mission as publicly disclosed chemical information grew exponentially, CAS adapted computerisation to speed editorial processing in the 1960s. This led to the creation of the CAS Chemical Registry System, CAS databases, and a range of electronic information services, which now account for 96 per cent of CAS’ business. 

<p>CAS offers a large and comprehensive database of disclosed chemical substances, the CAS Registry, with 33 million records for organic and inorganic chemicals.</p>","Chemical Abstracts Service, a division of the American Chemical Society, finds, collects and organizes all publicly disclosed chemical substance information.",NA,"Health/Healthcare, Science and Research",,[],,2014-09-25 15:44:30.403489
child-care-desk,Child Care Desk,http://childcaredesk.com,2013,New York,NY,us,,NA,Private,Lifestyle & Consumer,Not reported by company,Business to Consumer,,"ChildCareDesk is a cloud-based Software Platform that aims to help parents find quality child care near them, and help child care centers build an online presence that in turn would help them grow their business and reach out to more parents. ChildCareDesk also helps government agencies, non-profit organizations and investors with data points they may use to invest in child care and make more options available for parents.","Child Care Desk is a platform to help parents find child care and help government, non-profits and investors with data for investing in child care.",NA,,,[],,2014-09-25 15:48:34.825363
chubb,Chubb,http://www.chubb.com,1882,Warren,NJ,us,07059,"10,001+",Public,Insurance,Not reported by company,Business to Consumer,,"The Chubb Corporation, through its subsidiaries, provides property and casualty insurance to businesses and individuals. The company distributes its products through independent insurance agents and insurance brokers in the United States, Canada, Europe, Australia, Latin America, and Asia.","The Chubb Corporation, through its subsidiaries, provides property and casualty insurance to businesses and individuals.",NA,,,[],,2014-09-25 15:50:55.517104
citigroup,Citigroup,http://www.citigroup.com/citi/,1812,New York,NY,us,10022,"10,001+",Public,Finance & Investment,Not reported by company,"Business to Business, Business to Consumer, Business to Government",,"Citigroup Inc., a diversified financial services holding company, provides various financial products and services to consumers, corporations, governments, and institutions. 

<p>The company's Global Consumer Banking segment provides various banking, credit card lending, and investment services through a network of local branches, offices, and electronic delivery systems. The company's Institutional Clients Group segment provides a range of banking, and financial products and services to corporate, institutional, public sector, and high-net-worth clients. </p>","Citi provides consumers, corporations, governments and institutions with a broad range of financial services and products.",NA,,,[],,2014-09-25 15:52:20.939641
cityscan,CityScan,www.CityScan.com,2011,Chicago,IL,us,60654,1-10,Private,Geospatial/Mapping,"Data analysis for clients, Database licensing","Business to Business, Business to Government",,"CityScan, a Chicago venture-backed software company, is a leader in the field of intelligent data collection and integration for Smart Cities and Utilities. Our patented process integrates private and municipal data with the most advanced 3D visual data collection methods available, resulting in improved efficiency operations while reducing overall costs. Our technology provides clients a solution to manage their assets, ensure businesses are operating within local ordinances and provide a safe environment for their residents.","CityScan provides cities and utilities a solution to manage their assets, ensure compliance with local ordinances, improve safety, and increase overall efficiency using mobile 3D-scanning.",11-50,,,[],"CityScan has raised $1.5M in an oversubscribed seed round, which closed in April 2013.",2014-11-12 14:22:36.634565
citysourced,CitySourced,http://www.citysourced.com/,2007,Log Angeles,CA,us,90025,11-50,Private,Governance,Software licensing,"Business to Consumer, Business to Government",,"CitySourced is a major enterprise civic engagement platform, covering over 25 million residents worldwide. CitySourced empowers organizations by allowing residents to report back problems in their communities directly using our simple, free smartphone application. Our service leads municipalities to greater efficiencies, to be more responsive, and to accomplish more with fewer resources.","CitySourced is a real time, mobile civic engagement platform that lets residents easily interact with their government.",101+,,,[],,2014-11-12 14:50:26.909351
civic-impulse-llc,Civic Impulse LLC,https://www.govtrack.us/civicimpulse,2009,Washington,DC,us,20004,1-10,Private,Governance,Advertising,"Business to Consumer, Business to Government",,"GovTrack.us, the main project of Civic Impulse LLC, is a government transparency website. The site helps ordinary citizens find and track bills in the U.S. Congress and understand their representatives' legislative record.

<p>In 2012, GovTrack.us was used by more than 5 million individuals. Its embeddable widgets were deployed on more than 70 official websites of Members of Congress. GovTrack also openly shares the data it brings together so that other websites can build other tools to help citizens engage with government.</p>","Civic Impulse builds tools that foster civic participation, civic education and government transparency, and works with governments on improving government data policy.",NA,,,[],,2014-11-12 17:10:19.949048
civic-insight,Civic Insight,http://civicinsight.com,2012,San Francisco,CA,us,94103,1-10,Private,Housing/Real Estate,"Data analysis for clients, Database licensing","Business to Business, Business to Consumer, Business to Government",,"Civic Insight turns buried property data critical to the development of cities into actionable information. While knowledge of city codes and permits is required for construction, development, and revitalization, too often the status of the work is opaque. This slows down projects and is costly for everyone involved. Civic Insight makes it easy to quickly access up-to-date information in ways that are easy to understand and use.",Civic Insight makes official data about buildings easily findable and usable.,1-10,,,[],"In 2012, as Code for America fellows, we launched BlightStatus in the City of New Orleans.  In 2013 we received our first investment from the Knight News Challenge. This has given us the chance to grow our team and expand our capacity. We rewrote most of our application to be more scalable and in early 2014 successfully re-deployed in New Orleans, launched in Palo Alto, and will be launching in multiple cities throughout the year.  We have also built partnerships with major vendors, such as Accela, ESRI and Socrata, and are leveraging their expertise to gain traction.",2014-11-12 14:22:16.339231
civinomics,Civinomics,civinomics.com,2011,Santa Cruz,CA,us,95060,1-10,Private,Governance,Lead generation to other businesses,"Business to Consumer, Business to Government",,"Civinomics' mission is to improve civic decision-making through the collective creativity of communities. Our platform provides a one-stop-shop civic portal where people can engage in the issues they care about. They can also find the resources needed to make more educated decisions and find better solutions. Our platform provides a place for people to vote on ideas, discuss topics and ask questions, and share the relevant information needed to address an issue. It also closes the civic loop by allowing users to send these ideas directly to their leaders, and raise the necessary funds for implementation.",Civinomics is an online platform that provides a platform where people can civically engage on issues that matter to them.,NA,,,[],"Civinomics.com launched on April 11, 2013 with local emphasis on Santa Cruz, CA. Our current site stats: 520+ users, with an average of 4.3 pages viewed. Multiple clients are secured for a client based business model (including the San Francisco Public Utilities Commission). However, we are now pivoting towards a crowdfunding/sponsor model. Current Private Funding = $160K.",2014-11-12 14:32:33.516076
civis-analytics,Civis Analytics,http://civisanalytics.com/,2013,West Loop,IL,us,00000,51-200,Private,Data/Technology,Not reported by company,"Business to Business, Business to Government, nonprofit",,"Civis Analytics is a Big Data analytics firm based in Chicago, IL and Washington, DC. We help companies, non-profits, and campaigns leverage their data to develop smarter strategy, make better decisions, and build stronger, data-driven organizations.","Civis Analytics helps companies, non-profits, and campaigns leverage their data to develop smarter strategy, make better decisions, and build stronger, data-driven organizations.",NA,,,[],,2014-11-12 18:18:14.683304
clean-power-finance,Clean Power Finance,http://www.cleanpowerfinance.com,2006,San Francisco,CA,us,94105,51-200,Private,Energy,"Software licensing, Transaction fees across our platform","Business to Business, Business to Consumer",,Clean Power Finance is a financial technology company whose mission is to drive the mass adoption of residential solar. It connects institutional investors looking for attractive managed-risk assets with solar professionals who sell solar finance products that help US consumers afford clean solar energy.,Clean Power Finance is an unbranded platform that connects the residential solar industry with capital markets.,1-10,,,[],"CPF has raised $90MM in equity to date, and manages more than half a billion dollars on behalf of third-party project finance investors that include corporations (Google), finance firms (KWF), and power companies (Integrys Energy Services and Dominion Resources).",2014-11-12 15:09:48.842927
clearhealthcosts,ClearHealthCosts,clearhealthcosts.com,2011,New York City,NY,us,10036,1-10,Public,Healthcare,"Advertising, Data analysis for clients, Database licensing, Philanthropic grants, Software licensing, User fees for web or mobile access",,,"We're bringing transparency to the health-care marketplace by telling people what stuff costs.<p> 

We're journalists, and we believe that transparent marketplaces benefit consumers. We also think people should be able to know what things cost.",We're bringing transparency to the health-care marketplace by telling people what stuff costs.,11-50,,,[],Funded by angel investment and grant money.,2016-07-25 12:15:00.411526
clearstory-data,ClearStory Data,www.clearstorydata.com,2011,Palo Alto,CA,us,94301,51-200,Private,Data/Technology,not reported by company,Business to Business,,"ClearStory Data is making it easy for business users to find, combine and interactively explore big, diverse data across first-party and third-party sources for immediate insights. The ClearStory Data team has decades of combined experience at Aster Data, Cloudera, Google, Teradata, Oracle, Netscape and Opsware.","ClearStory Data makes it easy for business users to find, combine and interactively explore data across first-party and third-party sources.",101+,,,[],"Based in Palo Alto, California, ClearStory Data is backed by Kleiner Perkins Caufield & Byers, Andreessen Horowitz, Google Ventures, Khosla Ventures and notable Silicon Valley industry leaders",2014-09-25 16:04:12.068179
climate-corporation,Climate Corporation,http://www.climate.com,2007,San Francisco,CA,us,94103,51-200,Public,Food & Agriculture,Software licensing,Business to Business,,"The Climate Corporation aims to help farmers around the world protect and improve their farming operations with powerful software and insurance products. The company's proprietary Climate Technology Platform‚ combines hyper-local weather monitoring, agronomic data modeling, and high-resolution weather simulations to deliver Climate Basic and Climate Pro‚ mobile SaaS solutions that helps farmers improve profitability by making better informed operating and financing decisions, as well as Total Weather Insurance, an insurance offering that pays farmers automatically for bad weather that may impact their profits. The company is also an authorized provider of the U.S. Federal crop insurance program, enabling authorized independent crop insurance agents to provide farmers with a powerful full-stack risk management solution. In the face of increasingly volatile weather, the global $3 trillion agriculture industry depends on the company's unique technologies to help stabilize and improve profits and, ultimately, help feed the world.",The Climate Corporation aims to help farmers around the world protect and improve their farming operations with uniquely powerful software and insurance products.,NA,,,[],"Venture funding 2007 - 2012 through three round totaling around $110M. Investors include Google Ventures, Khosla Ventures, Founders Fund, Index Ventures and NEA.",2014-11-12 17:13:18.722463
clinicast,CliniCast,http://clinicast.net/,2011,Millbrae,CA,us,94030,1-10,Private,Healthcare,"Data analysis for clients, Database licensing, Software licensing, Subscriptions, User fees for web or mobile access",Business to Business,,"CliniCast builds comprehensive oncology solutions that enables providers to reduce the cost of managing cancer without compromising patient care. This solution integrates diverse data sources, performs a broad range of analysis —from populations to individual patients— and configures cancer care pathways.

Overview
Benefits include:
    ● Measurements of cost, outcome, quality of life, pathway adherence and patient satisfaction.
    ● Transparency into the cost utilization of oncology care to improve decisions.
    ● Matching of patients to appropriate care pathways and track their progress
    ● Identification of gaps in care and treatment variances to assist in determining care priorities.
    ● Determination of opportunities to reduce costs without adversely affecting patient outcome",CliniCast builds comprehensive oncology solutions that enables providers to reduce the cost of managing cancer without compromising patient care.,1-10,,,[],"CliniCast is an early stage startup company with revenues <$1M. As participants in RockHealth's program, our investors include venture capital firms such as Mayo Ventures, Aberdare, Mohr Davidow and Kleiner Perkins. CliniCast has also been supported by angel investors and Physician Partners as a strategic investment.",2014-11-12 15:05:37.780624
cloudmade,Cloudmade,http://cloudmade.com,2007,Menlo Park,CA,us,94025,51-200,Private,Geospatial/Mapping,Not reported by company,Business to Business,,"CloudMade provides OEMs and application developers with a range of innovative tools and APIs that let them create unique location based devices and applications across all major web and mobile platforms. These solutions are cloud connected which keeps the maps and data fresh, keeps the users data synchronized across screens and links the user to their personal social data.","CloudMade's platform makes geospatial data from hundreds of different sources accessible for different devices and automotive manufacturers, developers and enterprises.",101+,Transportation,,[],,2014-09-25 16:13:01.442898
cloudspyre,Cloudspyre,http://www.cloudspyre.com,2010,Bristow,VA,us,20152,1-10,Private,Lifestyle & Consumer,"Consulting, App Sales",Business to Business,,"Cloudspyre LLC is a boutique custom software development company, specializing in developing mobile, cloud, and web-based software solutions. We build iOS, Android, and BlackBerry Apps to help people learn about the world around them. Cloudspyre also partners with other companies to do the programming side of their creative projects. Cloudspyre has expertise developing websites on a large variety of application platforms. Our favorite is building Ruby on Rails websites with custom backends. All the websites for Cloudspyre's apps are built on Ruby on Rails.","Cloudspyre is a software development company and creator of Gender Gap, an award-winning app developed with Department of Labor data on gender inequality in compensation.",NA,,,[],,2014-11-12 14:37:28.053810
code-for-america,Code for America,http://codeforamerica.org,2009,San Francisco,CA,us,94103,51-200,Nonprofit,Governance,Philanthropic grants,Business to Government,,"Founded in 2009, Code for America (CfA) is a nonprofit that partners with local governments and citizens to foster civic innovation. By working to reinvigorate civic participation, accelerate the civic startup marketplace, facilitate collaboration between government leaders, and build new tools that enhance and strengthen communities, CfA is helping governments solve old problems in new ways. CfA is working towards a government by the people, for the people, that works in the 21st Century.","Code for America helps residents and governments harness technology to solve problems; a government truly by the people, for the people, in the 21st century.",101+,,,[],"You can find all of our donors, funder, sponsors, and financials here: http://2013.codeforamerica.org.",2014-11-12 14:54:47.183537
coden,Code-N,http://www.code-n.com,2010,Menlo Park,CA,us,94025,11-50,Private,Data/Technology,Not reported by company,Business to Business,,"Code-N is a cloud computing company that leverages an advanced semantic web technology to deliver software solutions to Big Data problems. Code-N is a software provider of concept-based business solutions that aims to make massive data interoperable, unambiguous, non-redundant, and accessible for extracting industry specific intelligence. 

Code-N is an Associated Partner of the Open PHACTS community and supports the Open Pharmacological Space, funded under the Innovative Medicines Initiative, a Public:Private Joint undertaking between EFPIA and the European Commission.",Code-N is a cloud computing company that leverages concept-based technology to deliver software solutions to the BioPharma industry.,NA,,,[],"Code-N is an early stage, privately held, Silicon Valley based enterprise.",2014-11-12 14:42:50.622262
collective-ip,Collective IP,www.collectiveip.com,2011,Denver,CO,us,80216,1-10,Private,"Data/Technology,",Software licensing,Business to Business,,"Collective IP was founded in 2011 with a singular mission: Accelerate the commercialization of global R&D through a marketplace that uniquely surfaces ideas, technologies and inventors; and quickly catalyze the connection between buyers and sellers of these assets in a revolutionary way. To accomplish this goal we built a comprehensive and accurate organization of technologies emerging from universities, companies and inventors.","Collective IP is a comprehensive and accurate business intelligence platform for discovering and analyzing technologies emerging from universities, companies and inventors.
",11-50,"Health/Healthcare, Legal, Science and Research",,"[u'New or improved product/service', u'Revenue growth']",,2014-12-18 17:22:25.269889
college-abacus-an-ecmc-initiative,"College Abacus, an ECMC initiative",https://collegeabacus.org,1994,Washington,DC,us,,"501-1,000",Nonprofit,Finance & Investment,No revenue; this is an ECMC non-profit initiative.,,,"An ECMC initiative, College Abacus is a free service that allows users to compare their projected financial aid packages across schools and to identify schools within their budgets. Using net price calculators (NPCs) built by US colleges as mandated by the Higher Education Opportunity Act of 2008, College Abacus has built a system that generates estimates for more than 3800 post-secondary institutions in the United States.","An ECMC initiative, CollegeAbacus.org provides financial aid estimates to prospective college students.",1-10,,,[],"Founded in 2012, College Abacus's initial funds were provided through a combination of private investment and grant funds from the College Knowledge Challenge, an initiative funded by the Gates Foundation. 

ECMC acquired College Abacus in 2014, and will be offering the web services for free in perpetuity. There will be no data sales and no paid products related to the College Abacus initiative.",2014-08-06 12:32:37.850095
